# Acceptance coverage manifest.
# Format: <acceptance-id>\t<covered|partial|blocked|omitted>\t<evidence>
S0-DIAG-001	covered	cargo test -p fparkan-diagnostics --offline diagnostic_chain_preserves_context
S0-DIAG-002	covered	cargo test -p fparkan-diagnostics --offline json_is_stable
S0-CORPUS-001	covered	cargo test -p fparkan-corpus --offline deterministic_traversal_is_creation_order_independent
S0-CORPUS-002	covered	cargo test -p fparkan-corpus --offline unreadable_directory_produces_error
S0-CORPUS-003	covered	cargo test -p fparkan-corpus --offline symlink_loop_is_not_traversed_by_default
S0-CORPUS-004	covered	cargo test -p fparkan-corpus --offline casefold_collisions_are_registered
S0-CORPUS-005	covered	cargo test -p fparkan-corpus --offline fingerprint_changes
S0-CORPUS-006	covered	cargo test -p fparkan-corpus --offline atomic_report_write
S0-CLI-001	covered	cargo test -p fparkan-cli --offline stable_exit_codes_are_mapped
S0-CLI-002	covered	cargo test -p fparkan-cli --offline accepts_json_format_option archive_json_has_schema_version
S0-PLAT-001	covered	cargo test -p fparkan-platform-winit --offline window_port_reports_default_request_profile
S0-PLAT-002	covered	cargo clippy -p fparkan-platform -p fparkan-platform-winit --all-targets --all-features --locked -- -D warnings
S0-PLAT-003	covered	cargo test -p fparkan-platform-winit --offline smoke_window_plan_requires_native_handles_and_nonzero_extent smoke_window_plan_rejects_zero_extent
S0-PLAT-004	covered	cargo test -p fparkan-platform-winit --offline smoke_window_app_requires_created_native_window smoke_window_app_rejects_synthetic_window_without_native_handles
S0-VK-001	covered	cargo test -p fparkan-render-vulkan --offline planning_backend_tracks_render_request_and_simulated_present
S0-VK-002	covered	cargo test -p fparkan-render-vulkan --offline device_scoring_is_deterministic_and_prefers_discrete_unified_queue
S0-VK-003	covered	cargo test -p fparkan-render-vulkan --offline portability_subset_is_reported_and_enabled_when_exposed
S0-VK-004	covered	cargo test -p fparkan-render-vulkan --offline rejects_missing_graphics_present_swapchain_and_format
S0-VK-005	covered	cargo test -p fparkan-render-vulkan --offline capability_report_json_is_stable
S0-VK-006	covered	cargo test -p fparkan-render-vulkan --offline loader_probe_report_json_is_stable
S0-VK-007	covered	cargo xtask policy
S0-VK-008	covered	cargo test -p fparkan-render-vulkan --offline instance_plan_is_sorted_deduplicated_and_portability_aware
S0-VK-009	covered	cargo test -p fparkan-render-vulkan --offline instance_plan_adds_portability_extension_when_requested
S0-VK-010	covered	cargo test -p fparkan-render-vulkan --offline invalid_instance_extension_name_is_reported_before_loader_use
S0-VK-011	covered	cargo test -p fparkan-render-vulkan --offline surface_plan_requires_native_handles
S0-VK-012	covered	cargo test -p fparkan-render-vulkan --offline surface_plan_json_is_stable
S0-VK-013	covered	cargo test -p fparkan-render-vulkan --offline static_surface_extension_name_is_decoded
S0-VK-014	covered	cargo test -p fparkan-render-vulkan --offline swapchain_plan_prefers_srgb_mailbox_and_clamps_extent
S0-VK-015	covered	cargo test -p fparkan-render-vulkan --offline swapchain_plan_uses_fifo_and_current_extent_fallbacks
S0-VK-016	covered	cargo test -p fparkan-render-vulkan --offline swapchain_plan_rejects_missing_surface_data_and_empty_extent
S0-VK-017	covered	cargo test -p fparkan-render-vulkan --offline swapchain_plan_json_and_recreation_reports_are_stable
S0-VK-018	covered	cargo test -p fparkan-render-vulkan --offline triangle_shader_manifest_hashes_are_stable checked_in_shader_manifest_matches_generated_report
S0-VK-019	covered	cargo test -p fparkan-render-vulkan --offline shader_manifest_report_json_is_stable
S0-VK-020	covered	cargo test -p fparkan-render-vulkan --offline shader_manifest_rejects_invalid_spirv_containers
S0-VK-021	covered	cargo test -p fparkan-render-vulkan --offline frame_submission_plan_json_is_stable
S0-VK-022	covered	cargo test -p fparkan-render-vulkan --offline planning_backend_tracks_render_request_and_simulated_present
S0-VK-023	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_false_pass_without_full_evidence blocked_report_includes_shader_manifest_and_bootstrap_status
S0-VK-024	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_loader_probe formats_vulkan_api_version
S0-VK-025	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_instance_probe parses_instance_probe_as_loader_probe
S0-VK-026	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_window_probe rejects_passed_without_surface_probe parses_surface_probe_as_instance_probe
S0-VK-027	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_swapchain_recreation blocked_report_includes_shader_manifest_and_bootstrap_status
S0-VK-028	covered	cargo test -p fparkan-vulkan-smoke --offline reports_rustc_host_triple blocked_report_includes_shader_manifest_and_bootstrap_status
S0-VK-029	covered	cargo test -p xtask --offline native_smoke_audit_accepts_complete_required_platform_pass native_smoke_audit_rejects_blocked_or_incomplete_reports
S0-VK-030	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_with_failed_surface
S0-VK-031	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_selected_device
S0-VK-032	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_created_swapchain
S0-VK-033	covered	cargo test -p fparkan-vulkan-smoke --offline rejects_passed_without_created_logical_device
S0-VK-034	covered	cargo test -p xtask --offline native_smoke_audit_accepts_complete_required_platform_pass native_smoke_audit_rejects_blocked_or_incomplete_reports
S0-LIMIT-001	covered	cargo test -p fparkan-binary --offline rejects_count_stride_overflow
S0-LIMIT-002	covered	cargo test -p fparkan-binary --offline rejects_oversized_declared_allocation_before_read
L1-P1-NRES-001	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P2-NRES-001	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P1-NRES-002	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P2-NRES-002	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P1-NRES-003	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P2-NRES-003	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
L1-P1-RSLI-001	covered	cargo test -p fparkan-rsli --offline licensed_part1_rsli_method_distribution_baseline
L1-P2-RSLI-001	covered	cargo test -p fparkan-rsli --offline licensed_part2_rsli_method_distribution_baseline
L1-RSLI-QUIRK-001	covered	cargo test -p fparkan-rsli --offline licensed_corpora_rsli_quirk_is_only_approved_interf8_tex
L1-P1-PATH-001	covered	cargo test -p fparkan-corpus --offline licensed_part1_paths_stay_under_root
L1-P2-PATH-001	covered	cargo test -p fparkan-corpus --offline licensed_part2_paths_stay_under_root
S1-NRES-001	covered	cargo test -p fparkan-nres --offline parses_minimal_empty_archive
S1-NRES-002	covered	cargo test -p fparkan-nres --offline one_entry_archive_uses_8_byte_alignment
S1-NRES-003	covered	cargo test -p fparkan-nres --offline rejects_invalid_magic
S1-NRES-004	covered	cargo test -p fparkan-nres --offline rejects_unsupported_version
S1-NRES-005	covered	cargo test -p fparkan-nres --offline rejects_negative_entry_count
S1-NRES-006	covered	cargo test -p fparkan-nres --offline rejects_directory_size_before_allocation
S1-NRES-007	covered	cargo test -p fparkan-nres --offline rejects_total_size_mismatch
S1-NRES-008	covered	cargo test -p fparkan-nres --offline rejects_directory_before_header
S1-NRES-009	covered	cargo test -p fparkan-nres --offline rejects_payload_before_data_region
S1-NRES-010	covered	cargo test -p fparkan-nres --offline rejects_payload_crossing_directory
S1-NRES-020	covered	cargo test -p fparkan-nres --offline preserves_nonzero_unindexed_region
S1-NRES-021	covered	cargo test -p fparkan-nres --offline licensed_corpora_nres_roundtrip_gates
S1-NRES-011	covered	cargo test -p fparkan-nres --offline rejects_overlapping_payloads
S1-NRES-012	covered	cargo test -p fparkan-nres --offline rejects_name_without_nul_terminator
S1-NRES-013	covered	cargo test -p fparkan-nres --offline preserves_name_bytes_after_nul
S1-NRES-014	covered	cargo test -p fparkan-nres --offline rejects_sort_index_out_of_range
S1-NRES-015	covered	cargo test -p fparkan-nres --offline rejects_duplicate_sort_mapping
S1-NRES-016	covered	cargo test -p fparkan-nres --offline binary_lookup_returns_original_entry_index
S1-NRES-017	covered	cargo test -p fparkan-nres --offline compatible_profile_uses_linear_fallback_for_broken_mapping
S1-NRES-018	covered	cargo test -p fparkan-nres --offline lookup_is_ascii_case_insensitive
S1-NRES-019	covered	cargo test -p fparkan-nres --offline rejects_empty_names_and_resolves_duplicates_to_first_entry
S1-NRES-022	covered	cargo test -p fparkan-nres --offline canonical_compact_roundtrip_preserves_entry_semantics
S1-NRES-023	covered	cargo test -p fparkan-nres --offline editor_payload_update_rewrites_offsets_and_size
S1-NRES-024	covered	cargo test -p fparkan-nres --offline editor_rename_rebuilds_search_mapping
S1-NRES-025	covered	cargo test -p fparkan-nres --offline editor_rejects_invalid_authoring_names
S1-NRES-026	covered	cargo test -p fparkan-nres --offline strict_rejects_unsorted_lookup_table
S1-LIMIT-001	covered	cargo test -p fparkan-nres --offline rejects_directory_size_before_allocation decode_rejects_entry_count_above_limit decode_rejects_input_bytes_above_limit decode_rejects_preserved_bytes_above_limit
S1-NRES-PROP-001	covered	cargo test -p fparkan-nres --offline generated_archives_preserve_lossless_and_canonical_semantics
S1-NRES-PROP-002	covered	cargo test -p fparkan-nres --offline generated_editor_updates_roundtrip
S1-NRES-FUZZ-001	covered	cargo test -p fparkan-nres --offline arbitrary_small_inputs_do_not_panic_or_overallocate
S1-PATH-001	covered	cargo test -p fparkan-path --offline normalizes_separators
S1-PATH-002	covered	cargo test -p fparkan-path --offline ascii_casefold_does_not_unicode_fold
S1-PATH-003	covered	cargo test -p fparkan-path --offline non_ascii_original_bytes_remain_stable
S1-PATH-004	covered	cargo test -p fparkan-path --offline rejects_absolute_drive_and_nul_paths
S1-PATH-005	covered	cargo test -p fparkan-path --offline rejects_escape
S1-PATH-006	covered	cargo test -p fparkan-path --offline rejects_absolute_drive_and_nul_paths
S1-PATH-007	covered	cargo test -p fparkan-path --offline join_under_keeps_normalized_path_below_root
S1-PATH-008	covered	cargo test -p fparkan-path --offline original_separators_and_raw_bytes_are_preserved
S1-PATH-009	covered	cargo test -p fparkan-path --offline accepts_non_utf8_legacy_bytes
S1-PATH-010	covered	cargo test -p fparkan-vfs --offline directory_vfs_resolves_non_utf8_host_entries_by_raw_bytes
S1-PATH-011	covered	cargo test -p fparkan-path -p fparkan-vfs -p fparkan-resource --offline lossy_display_does_not_affect_identity_or_ordering overlay_vfs_keeps_lossy_equivalent_entries_distinct lossy_equivalent_archive_paths_remain_distinct
S1-VFS-005	covered	cargo test -p fparkan-vfs --offline memory_vfs_list_prefix_is_boundary_safe
S1-RSLI-001	covered	cargo test -p fparkan-rsli --offline parses_minimal_empty_library
S1-RSLI-002	covered	cargo test -p fparkan-rsli --offline rejects_invalid_header_fields
S1-RSLI-003	covered	cargo test -p fparkan-rsli --offline rejects_entry_table_bounds
S1-RSLI-004	covered	cargo test -p fparkan-rsli --offline table_xor_transform_uses_known_vector
S1-RSLI-005	covered	cargo test -p fparkan-rsli --offline table_xor_transform_is_symmetric
S1-RSLI-006	covered	cargo test -p fparkan-rsli --offline table_xor_state_spans_entries
S1-RSLI-007	covered	cargo test -p fparkan-rsli --offline presorted_mapping_uses_valid_permutation
S1-RSLI-008	covered	cargo test -p fparkan-rsli --offline compatible_profile_rebuilds_invalid_presorted_mapping
S1-RSLI-009	covered	cargo test -p fparkan-rsli --offline stored_method_uses_exact_size
S1-RSLI-010	covered	cargo test -p fparkan-rsli --offline xor_only_method_uses_entry_key
S1-RSLI-011	covered	cargo test -p fparkan-rsli --offline lzss_method_decodes_literals_references_and_wrap
S1-RSLI-012	covered	cargo test -p fparkan-rsli --offline xor_lzss_method_uses_entry_key
S1-RSLI-013	covered	cargo test -p fparkan-rsli --offline adaptive_lzss_method_decodes_synthetic_vector
S1-RSLI-014	covered	cargo test -p fparkan-rsli --offline xor_adaptive_lzss_method_decodes_synthetic_vector
S1-RSLI-015	covered	cargo test -p fparkan-rsli --offline raw_deflate_method_expects_raw_stream_not_zlib_wrapper
S1-RSLI-016	covered	cargo test -p fparkan-rsli --offline unknown_method_is_rejected_on_load
S1-RSLI-017	covered	cargo test -p fparkan-rsli --offline decoded_size_mismatch_is_rejected
S1-RSLI-018	covered	cargo test -p fparkan-rsli --offline ao_overlay_adjusts_effective_offsets
S1-RSLI-019	covered	cargo test -p fparkan-rsli --offline invalid_ao_overlay_is_rejected
S1-RSLI-020	covered	cargo test -p fparkan-rsli --offline rejects_registered_quirks_in_strict_profile
S1-RSLI-021	covered	cargo test -p fparkan-rsli --offline named_deflate_eof_plus_one_quirk_accepts_only_approved_entry
S1-RSLI-022	covered	cargo test -p fparkan-rsli --offline unknown_header_bytes_are_lossless
S1-RSLI-023	covered	cargo test -p fparkan-rsli --offline no_op_lossless_roundtrip_preserves_bytes
S1-RSLI-024	covered	cargo test -p fparkan-rsli --offline strict_rejects_unsorted_presorted_mapping
S1-RSLI-025	covered	cargo test -p fparkan-rsli --offline editor_can_mutate_names_and_payloads set_method_rejects_unknown_authoring_method
S1-LIMIT-002	covered	cargo test -p fparkan-rsli --offline decode_rejects_entry_count_above_limit load_rejects_unpacked_size_above_limit_before_allocation
S1-RSLI-PROP-001	covered	cargo test -p fparkan-rsli --offline generated_supported_methods_decode_expected_bytes
S1-RSLI-FUZZ-001	covered	cargo test -p fparkan-rsli --offline arbitrary_small_inputs_do_not_panic
S1-RES-001	covered	cargo test -p fparkan-resource --offline cached_repository_reads_synthetic_nres
S1-RES-002	covered	cargo test -p fparkan-resource --offline entry_handles_are_archive_qualified
S1-RES-003	covered	cargo test -p fparkan-resource --offline archive_cache_and_decoded_payload_cache_evict_independently
S1-RES-004	covered	cargo test -p fparkan-resource --offline entry_read_error_carries_archive_path_and_entry_name
S1-RES-005	covered	cargo test -p fparkan-resource --offline archive_cache_evicts_by_byte_budget
S1-RES-006	covered	cargo test -p fparkan-resource --offline archive_cache_eviction_makes_old_handles_stale
S1-RES-007	covered	cargo test -p fparkan-resource --offline lossy_equivalent_archive_paths_remain_distinct
S1-DIAG-001	covered	cargo test -p fparkan-inspection --offline archive_diagnostic_preserves_source_path_phase_and_span model_archive_diagnostic_preserves_archive_entry_context
S1-VFS-001	covered	cargo test -p fparkan-vfs --offline memory_vfs_uses_exact_lookup
S1-VFS-002	covered	cargo test -p fparkan-vfs --offline overlay_vfs_uses_first_matching_layer
S1-VFS-003	covered	cargo test -p fparkan-vfs --offline directory_vfs_resolves_ascii_casefolded_segments
S1-VFS-004	covered	cargo test -p fparkan-vfs --offline casefold_selector_reports_ambiguous_segments
S1-LICENSED-001	covered	local testdata corpora via FPARKAN_CORPUS_PART1_ROOT and FPARKAN_CORPUS_PART2_ROOT; cargo test -p fparkan-nres -p fparkan-resource -p fparkan-rsli --offline -- --ignored
S1-LICENSED-002	covered	local testdata corpora via FPARKAN_CORPUS_PART1_ROOT and FPARKAN_CORPUS_PART2_ROOT; cargo test -p fparkan-nres -p fparkan-resource -p fparkan-rsli --offline -- --ignored
L2-P1-UNIT-001	covered	cargo test -p fparkan-prototype --offline licensed_corpora_unit_dat_parse_counts
L2-P2-UNIT-001	covered	cargo test -p fparkan-prototype --offline licensed_corpora_unit_dat_parse_counts
L2-P1-REG-001	covered	cargo test -p fparkan-prototype --offline licensed_corpora_registry_payloads_are_record_aligned
L2-P2-REG-001	covered	cargo test -p fparkan-prototype --offline licensed_corpora_registry_payloads_are_record_aligned
L2-P1-GRAPH-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P2-GRAPH-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P1-INHERIT-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P2-INHERIT-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P1-NONGEO-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P2-NONGEO-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P1-GRAPH-002	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L2-P2-GRAPH-002	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
S2-REG-001	covered	cargo test -p fparkan-prototype --offline registry_zero_records_payload_is_empty
S2-REG-002	covered	cargo test -p fparkan-prototype --offline registry_requires_record_multiple
S2-REG-003	covered	cargo test -p fparkan-prototype --offline registry_preserves_bounded_name_tails_and_order
S2-REG-004	covered	cargo test -p fparkan-prototype --offline registry_preserves_bounded_name_tails_and_order
S2-UNIT-001	covered	cargo test -p fparkan-prototype --offline unit_zero_records_uses_exact_size
S2-UNIT-002	covered	cargo test -p fparkan-prototype --offline unit_dat_one_record_uses_exact_size_formula
S2-UNIT-003	covered	cargo test -p fparkan-prototype --offline unit_dat_rejects_truncated_record
S2-UNIT-004	covered	cargo test -p fparkan-prototype --offline unit_dat_preserves_header_description_tail_and_parent_link
S2-UNIT-005	covered	cargo test -p fparkan-prototype --offline unit_dat_preserves_header_description_tail_and_parent_link
S2-UNIT-006	covered	cargo test -p fparkan-prototype --offline unit_dat_accepts_full_description_without_nul
S2-UNIT-007	covered	cargo test -p fparkan-prototype --offline unit_dat_preserves_header_description_tail_and_parent_link unit_dat_preserves_positive_parent_link
S2-PROTO-001	covered	cargo test -p fparkan-prototype --offline resolves_synthetic_objects_registry_model
S2-PROTO-002	covered	cargo test -p fparkan-prototype --offline base_only_registry_entry_is_nongeometric
S2-PROTO-003	covered	cargo test -p fparkan-prototype --offline graph_report_records_resolved_roots_and_failures
S2-PROTO-004	covered	cargo test -p fparkan-prototype --offline missing_referenced_archive_reports_root_chain
S2-PROTO-005	covered	cargo test -p fparkan-prototype --offline missing_referenced_resource_reports_root_chain
S2-PROTO-006	covered	cargo test -p fparkan-prototype --offline objects_registry_inheritance_merges_parent_then_local_refs
S2-PROTO-007	covered	cargo test -p fparkan-prototype --offline objects_registry_inheritance_resolves_multiple_levels
S2-PROTO-008	covered	cargo test -p fparkan-prototype --offline objects_registry_inheritance_rejects_direct_cycle
S2-PROTO-009	covered	cargo test -p fparkan-prototype --offline objects_registry_inheritance_rejects_indirect_cycle
S2-PROTO-010	covered	cargo test -p fparkan-prototype --offline objects_registry_inheritance_rejects_depth_limit
S2-PROTO-011	covered	cargo test -p fparkan-prototype --offline base_only_registry_entry_is_nongeometric
S2-PROTO-012	covered	cargo test -p fparkan-prototype --offline first_existing_explicit_msh_is_selected_in_order
S2-PROTO-013	covered	cargo test -p fparkan-prototype --offline invalid_referenced_msh_is_error
S2-PROTO-014	covered	cargo test -p fparkan-prototype --offline resolver_cache_invalidates_when_archive_fingerprint_changes
S2-GRAPH-001	covered	cargo test -p fparkan-prototype --offline graph_report_records_resolved_roots_and_failures
S2-GRAPH-002	covered	cargo test -p fparkan-prototype --offline unit_dat_expands_components_in_order
S2-GRAPH-003	covered	cargo test -p fparkan-assets --offline repository_plan_deduplicates_duplicate_visuals_but_graph_preserves_requests
S2-GRAPH-004	covered	cargo test -p fparkan-prototype --offline graph_report_records_resolved_roots_and_failures
S2-GRAPH-005	covered	cargo test -p fparkan-cli --offline prototype_graph_json_has_canonical_field_order
S2-GRAPH-006	covered	cargo test -p fparkan-prototype --offline graph_report_records_resolved_roots_and_failures
S2-PROP-001	covered	cargo test -p fparkan-prototype --offline generated_acyclic_prototype_graph_resolves_deterministically
S2-FUZZ-001	covered	cargo test -p fparkan-prototype --offline arbitrary_unit_and_registry_bytes_are_bounded_and_panic_free
L3-P1-MSH-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_msh_assets_validate
L3-P2-MSH-001	covered	cargo test -p fparkan-msh --offline licensed_corpus_msh_assets_validate
L3-P1-TEXM-001	covered	cargo test -p fparkan-texm --offline licensed_corpus_texm_assets_validate_and_decode_mip0
L3-P2-TEXM-001	covered	cargo test -p fparkan-texm --offline licensed_corpus_texm_assets_validate_and_decode_mip0
L3-P1-MAT0-001	covered	cargo test -p fparkan-material --offline licensed_corpus_mat0_and_wear_parse
L3-P2-MAT0-001	covered	cargo test -p fparkan-material --offline licensed_corpus_mat0_and_wear_parse
L3-P1-WEAR-001	covered	cargo test -p fparkan-material --offline licensed_corpus_mat0_and_wear_parse
L3-P2-WEAR-001	covered	cargo test -p fparkan-material --offline licensed_corpus_mat0_and_wear_parse
L3-P1-ASSET-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L3-P2-ASSET-001	covered	cargo test -p fparkan-runtime --offline licensed_corpora_load_all_mission_foundations
L3-P1-CAPTURE-001	covered	cargo test -p fparkan-game --offline selected_is_and_is2_missions_produce_approved_render_captures
L3-P2-CAPTURE-001	covered	cargo test -p fparkan-game --offline selected_is_and_is2_missions_produce_approved_render_captures
S3-WEAR-001	covered	cargo test -p fparkan-material --offline wear_preserves_legacy_id_but_selects_by_index
S3-WEAR-002	covered	cargo test -p fparkan-material --offline wear_requires_declared_rows
S3-WEAR-003	covered	cargo test -p fparkan-material --offline wear_preserves_legacy_id_but_selects_by_index
S3-WEAR-004	covered	cargo test -p fparkan-material --offline wear_requires_blank_separator_before_lightmaps
S3-WEAR-005	covered	cargo test -p fparkan-material --offline wear_parses_lightmaps
S3-MAT0-001	covered	cargo test -p fparkan-material --offline mat0_version_prefix_and_primary_texture
S3-MAT0-002	covered	cargo test -p fparkan-material --offline mat0_accepts_zero_phase_material
S3-MAT0-003	covered	cargo test -p fparkan-material --offline mat0_phase34_exact_framing_and_full_texture_name
S3-MAT0-004	covered	cargo test -p fparkan-material --offline mat0_phase34_exact_framing_and_full_texture_name
S3-MAT0-005	covered	cargo test -p fparkan-material --offline mat0_animation_block_has_no_implicit_padding
S3-MAT0-006	covered	cargo test -p fparkan-material --offline mat0_rejects_animation_block_count_limit
S3-MSH-001	covered	cargo test -p fparkan-msh --offline canonical_stream_set_is_independent_of_entry_order
S3-MSH-002	covered	cargo test -p fparkan-msh --offline missing_required_stream_is_error
S3-MSH-003	covered	cargo test -p fparkan-msh --offline duplicate_required_stream_type_is_error
S3-MSH-004	covered	cargo test -p fparkan-msh --offline node38_stride_is_exact
S3-MSH-005	covered	cargo test -p fparkan-msh --offline node38_uses_three_by_five_slot_mapping_and_absent_marker
S3-MSH-006	covered	cargo test -p fparkan-msh --offline node38_uses_three_by_five_slot_mapping_and_absent_marker
S3-MSH-007	covered	cargo test -p fparkan-msh --offline type2_header_and_slot_tail_framing_are_exact
S3-MSH-008	covered	cargo test -p fparkan-msh --offline type2_header_and_slot_tail_framing_are_exact
S3-MSH-009	covered	cargo test -p fparkan-msh --offline slot_batch_range_out_of_bounds_is_error
S3-MSH-010	covered	cargo test -p fparkan-msh --offline vertex_stream_strides_are_exact
S3-MSH-011	covered	cargo test -p fparkan-msh --offline base_vertex_plus_index_must_reference_position
S3-MSH-012	covered	cargo test -p fparkan-msh --offline batch20_uses_unaligned_field_offsets
S3-MSH-013	covered	cargo test -p fparkan-msh --offline auxiliary_and_extended_streams_are_preserved
S3-MSH-014	covered	cargo test -p fparkan-msh --offline auxiliary_and_extended_streams_are_preserved
S3-MSH-015	covered	cargo test -p fparkan-msh --offline mtcheck_variant_is_preserved_and_recognized
S3-MSH-016	covered	cargo test -p fparkan-msh --offline invalid_bounds_are_rejected
S3-MSH-017	covered	cargo test -p fparkan-msh --offline slot_batch_range_out_of_bounds_is_error
S3-MSH-PROP-001	covered	cargo test -p fparkan-msh --offline canonical_stream_set_is_independent_of_entry_order
S3-MSH-FUZZ-001	covered	cargo test -p fparkan-msh --offline arbitrary_nested_payloads_are_bounded_and_panic_free
S3-TEXM-001	covered	cargo test -p fparkan-texm --offline decodes_all_synthetic_formats
S3-TEXM-002	covered	cargo test -p fparkan-texm --offline rejects_zero_dimensions
S3-TEXM-003	covered	cargo test -p fparkan-texm --offline non_power_of_two_mip_chain_clamps_each_dimension
S3-TEXM-004	covered	cargo test -p fparkan-texm --offline rejects_mip_size_arithmetic_overflow_or_oob
S3-TEXM-005	covered	cargo test -p fparkan-texm --offline indexed_palette_requires_exact_1024_bytes
S3-TEXM-006	covered	cargo test -p fparkan-texm --offline channel_expansion_boundary_values_are_stable
S3-TEXM-007	covered	cargo test -p fparkan-texm --offline rgb888x_preserves_fourth_disk_byte_but_outputs_opaque_alpha
S3-TEXM-008	covered	cargo test -p fparkan-texm --offline page_tail_absent_and_exact_rect_framing
S3-TEXM-009	covered	cargo test -p fparkan-texm --offline page_tail_absent_and_exact_rect_framing
S3-TEXM-010	covered	cargo test -p fparkan-texm --offline invalid_page_magic_size_and_trailing_bytes_are_rejected
S3-TEXM-011	covered	cargo test -p fparkan-texm --offline invalid_page_magic_size_and_trailing_bytes_are_rejected
S3-TEXM-012	covered	cargo test -p fparkan-texm --offline exposes_mip_views_and_upload_plan_without_mutating_document
S3-TEXM-013	covered	cargo test -p fparkan-texm --offline page_scaling_uses_floor_origin_and_ceil_end_policy
S3-TEXM-FUZZ-001	covered	cargo test -p fparkan-texm --offline arbitrary_texm_payloads_do_not_panic
S3-MAT0-007	covered	cargo test -p fparkan-material --offline mat0_rejects_trailing_bytes
S3-MAT-RESOLVE-001	covered	cargo test -p fparkan-material --offline resolve_material_uses_exact_match
S3-MAT-RESOLVE-002	covered	cargo test -p fparkan-material --offline resolve_material_falls_back_to_default
S3-MAT-RESOLVE-003	covered	cargo test -p fparkan-material --offline resolve_material_uses_first_entry_only_after_missing_default
S3-MAT-RESOLVE-004	covered	cargo test -p fparkan-material --offline resolve_material_empty_texture_means_untextured
